frame,seconds,card_rows,paper_pixels,card_area,paper_fraction,suspect
351,8.138022,1005,894,892440,0.0010017480166733899,False
352,8.154911,1005,893,892440,0.0010006274931648065,False
353,8.171744,1008,928,895104,0.0010367510367510367,False
354,8.1891,1006,918,893328,0.001027618075331793,False
355,8.205289,1008,915,895104,0.0010222275847275848,False
356,8.221878,1008,925,895104,0.0010333994708994708,False
357,8.238333,1009,922,895992,0.0010290270448843294,False
358,8.2548,1009,920,895992,0.0010267948820971615,False
359,8.272578,1009,936,895992,0.0010446521843945034,False
360,8.288122,1010,939,896880,0.001046962804388547,False
361,8.304744,1010,956,896880,0.0010659174025510658,False
362,8.322767,1010,986,896880,0.0010993666934260994,False
363,8.338611,1010,1004,896880,0.0011194362679511195,False
364,8.356433,1010,985,896880,0.0010982517170635983,False
365,8.372244,1010,986,896880,0.0010993666934260994,False
366,8.389711,1010,986,896880,0.0010993666934260994,False
367,8.405867,1010,1010,896880,0.0011261261261261261,False
368,8.422289,1012,1011,898656,0.0011250133532742228,False
369,8.438889,1013,1028,899544,0.0011428012415179247,False
370,8.456,1013,1041,899544,0.0011572530081908167,False
371,8.472689,1013,1018,899544,0.0011316844979233924,False
372,8.489144,1012,977,898656,0.0010871790763095112,False
373,8.506867,1012,959,898656,0.0010671491649752519,False
374,8.5229,1013,967,899544,0.0010749891055912774,False
375,8.539167,1013,964,899544,0.0010716540825129177,False
376,8.556356,1014,946,900432,0.001050606819837589,False
377,8.573044,1014,899,900432,0.000998409652255806,False
378,8.5894,1013,876,899544,0.0009738267388810331,False
379,8.605544,1012,883,898656,0.0009825784282306022,False
380,8.622011,1025,909,910200,0.000998681608437706,False
381,8.638633,1025,901,910200,0.000989892331355746,False
382,8.6553,1015,915,901320,0.0010151777393156705,False
383,8.672222,993,913,881784,0.001035400959872259,False
384,8.6888,993,915,881784,0.0010376690890286056,False
385,8.706267,971,910,862248,0.0010553808185116114,False
386,8.722111,962,921,854256,0.0010781311456987133,False
387,8.738878,951,913,844488,0.0010811284470590465,False
388,8.755389,950,923,843600,0.0010941204362256993,False
389,8.7722,972,910,863136,0.0010542950357765172,False
390,8.789178,972,910,863136,0.0010542950357765172,False
391,8.805622,977,896,867576,0.0010327625476038986,False
392,8.822378,977,903,867576,0.001040831005007054,False
393,8.839633,979,927,869352,0.0010663114595698866,False
394,8.855778,979,925,869352,0.0010640108954715697,False
395,8.872489,979,928,869352,0.001067461741619045,False
396,8.8893,981,903,871128,0.0010365870457613576,False
397,8.906289,979,892,869352,0.0010260515878493406,False
398,8.922033,990,890,879120,0.0010123760123760123,False
399,8.939144,1001,883,888888,0.0009933759933759933,False
400,8.956611,1015,886,901320,0.0009830027071406381,False
401,8.972567,1037,890,920856,0.0009664920465306193,False
402,8.9896,1037,894,920856,0.0009708358310094086,False
403,9.005233,1049,905,931512,0.000971538745609289,False
404,9.023056,1052,932,934176,0.000997670674476758,False
405,9.088989,1053,936,935064,0.001001001001001001,False
406,9.106978,1048,948,930624,0.001018671343098824,False
407,9.140822,1047,1018,929736,0.0010949344760233012,False
408,9.156044,1047,1016,929736,0.0010927833277403478,False
409,9.172667,1047,972,929736,0.0010454580655153722,False
410,9.190089,1048,947,930624,0.001017596795268551,False
411,9.206089,1049,958,931512,0.0010284354898272916,False
412,9.2227,1050,980,932400,0.001051051051051051,False
413,9.240411,1052,954,934176,0.0010212208406124757,False
414,9.257956,1052,881,934176,0.0009430771075257768,False
415,9.275867,1051,879,933288,0.0009418314603852187,False
416,9.292356,1039,881,922632,0.000954876917340825,False
417,9.310944,1029,889,913752,0.0009729116871974014,False
418,9.327722,1019,880,904872,0.0009725132394416006,False
419,9.346722,997,882,885336,0.0009962319390604245,False
420,9.361744,986,884,875568,0.0010096303199751476,False
421,9.380378,984,873,873792,0.0009990936058009228,False
422,9.397778,983,883,872904,0.0010115659912201113,False
423,9.414456,983,826,872904,0.0009462667143236827,False
424,9.4315,983,629,872904,0.0007205832485588335,False
425,9.450022,984,526,873792,0.0006019739251446569,False
426,9.465933,985,521,874680,0.000595646407829149,False
427,9.482167,985,518,874680,0.0005922165820642978,False
428,9.4986,985,512,874680,0.0005853569305345955,False
429,9.513944,985,512,874680,0.0005853569305345955,False
430,9.525856,985,512,874680,0.0005853569305345955,False
431,9.625856,984,507,873792,0.0005802296198637662,False
432,9.640267,985,503,874680,0.000575067453240042,False
433,9.740267,976,489,866688,0.0005642168808152415,False
434,9.841,976,480,866688,0.0005538325210456358,False
435,9.856733,978,476,868464,0.0005480941063763149,False
436,9.872867,978,477,868464,0.0005492455645829879,False
437,9.889711,978,477,868464,0.0005492455645829879,False
438,9.9061,979,463,869352,0.0005325805887603641,False
439,9.922489,977,412,867576,0.0004748863500142927,False
440,9.939122,979,390,869352,0.00044860999917179694,False
441,9.955989,979,386,869352,0.0004440088709751631,False
442,9.973322,982,376,872016,0.00043118474890368986,False
443,9.989233,981,371,871128,0.00042588460019652683,False
444,10.006978,981,371,871128,0.00042588460019652683,False
445,10.024244,981,367,871128,0.00042129285248551304,False
446,10.041333,982,370,872016,0.0004243041412084182,False
447,10.058778,980,370,870240,0.00042517006802721087,False
448,10.075122,980,359,870240,0.00041252987681559113,False
449,10.091911,981,363,871128,0.00041670110477449925,False
450,10.108822,987,334,876456,0.0003810801683142109,False
451,10.125211,997,338,885336,0.00038177595850614907,False
452,10.141667,1009,338,895992,0.0003772355110313485,False
453,10.157856,1018,336,903984,0.0003716879944777784,False
454,10.174789,1030,339,914640,0.00037063762791918133,False
455,10.191333,1039,339,922632,0.00036742709986213357,False
456,10.209867,1040,294,923520,0.00031834719334719336,False
457,10.225433,1052,293,934176,0.00031364539444387354,False
458,10.241833,1052,255,934176,0.000272967834754907,False
459,10.258344,1052,252,934176,0.0002697564484636728,False
460,10.274278,1052,255,934176,0.000272967834754907,False
461,10.290078,1052,255,934176,0.000272967834754907,False
462,10.306178,1052,244,934176,0.00026119275168704826,False
463,10.321511,1054,248,935952,0.00026497085320614734,False
464,10.338278,1066,247,946608,0.00026093166337068775,False
465,10.354567,1078,245,957264,0.00025593775593775594,False
466,10.3718,1089,248,967032,0.00025645480190934734,False
467,10.387789,1100,252,976800,0.000257985257985258,False
468,10.406167,1111,239,986568,0.00024225395512524224,False
469,10.422278,1125,229,999000,0.00022922922922922922,False
470,10.439233,1135,237,1007880,0.0002351470413144422,False
471,10.456,1147,246,1018536,0.00024152312731214214,False
472,10.471578,1157,250,1027416,0.00024332889501428828,False
473,10.4892,1167,252,1036296,0.00024317376502466478,False
474,10.504344,1176,251,1044288,0.00024035515106943678,False
475,10.520844,1177,251,1045176,0.00024015094108552053,False
476,10.538156,1176,254,1044288,0.00024322792179935036,False
477,10.5544,1176,255,1044288,0.0002441855120426549,False
478,10.570656,1176,257,1044288,0.00024610069252926393,False
479,10.588122,1174,254,1042512,0.00024364227941740718,False
480,10.604622,1163,244,1032744,0.0002362637788261176,False
481,10.620689,1164,235,1033632,0.0002273536423020959,False
482,10.637489,1163,239,1032744,0.00023142230794853322,False
483,10.654011,1163,248,1032744,0.00024013695552818512,False
484,10.670811,1163,257,1032744,0.00024885160310783697,False
485,10.687578,1162,254,1031856,0.0002461583786884992,False
486,10.704022,1162,259,1031856,0.000251004016064257,False
487,10.721033,1162,251,1031856,0.00024325099626304445,False
488,10.737467,1163,263,1032744,0.00025466136816093825,False
489,10.753933,1162,249,1031856,0.00024131274131274132,False
490,10.770789,1163,266,1032744,0.00025756625068748887,False
491,10.7874,1164,357,1033632,0.0003453840438376521,False
492,10.804056,1163,670,1032744,0.0006487570975963065,False
493,10.820633,1162,700,1031856,0.0006783892326061001,False
494,10.837556,1162,716,1031856,0.0006938952722085252,False
495,10.854044,1162,723,1031856,0.0007006791645345862,False
496,10.871533,1161,695,1030968,0.0006741237361392401,False
497,10.8881,1162,677,1031856,0.0006560993006776139,False
498,10.904333,1152,668,1022976,0.0006529967467467468,False
499,10.920689,1152,618,1022976,0.0006041197447447448,False
